t0            x1            v2            p3            
+3.6493e-002  -2.5437e-001  +1.1086e+001  +1.1155e+007  
+3.6493e-002  -2.5436e-001  +1.1097e+001  +1.1147e+007  
+3.6493e-002  -2.5436e-001  +1.1108e+001  +1.1139e+007  
+3.6494e-002  -2.5435e-001  +1.1119e+001  +1.1131e+007  
+3.6494e-002  -2.5435e-001  +1.1129e+001  +1.1123e+007  
+3.6494e-002  -2.5435e-001  +1.1140e+001  +1.1114e+007  
+3.6495e-002  -2.5434e-001  +1.1151e+001  +1.1106e+007  
+3.6495e-002  -2.5434e-001  +1.1162e+001  +1.1098e+007  
+3.6495e-002  -2.5434e-001  +1.1172e+001  +1.1090e+007  
+3.6496e-002  -2.5433e-001  +1.1183e+001  +1.1081e+007  
+3.6496e-002  -2.5433e-001  +1.1194e+001  +1.1073e+007  
+3.6496e-002  -2.5432e-001  +1.1204e+001  +1.1065e+007  
+3.6497e-002  -2.5432e-001  +1.1215e+001  +1.1057e+007  
+3.6497e-002  -2.5432e-001  +1.1226e+001  +1.1048e+007  
+3.6497e-002  -2.5431e-001  +1.1236e+001  +1.1040e+007  
+3.6498e-002  -2.5431e-001  +1.1247e+001  +1.1032e+007  
+3.6498e-002  -2.5431e-001  +1.1258e+001  +1.1024e+007  
+3.6498e-002  -2.5430e-001  +1.1268e+001  +1.1016e+007  
+3.6499e-002  -2.5430e-001  +1.1279e+001  +1.1007e+007  
+3.6499e-002  -2.5429e-001  +1.1290e+001  +1.0999e+007  
+3.6499e-002  -2.5429e-001  +1.1300e+001  +1.0991e+007  
+3.6500e-002  -2.5429e-001  +1.1311e+001  +1.0983e+007  
+3.6500e-002  -2.5428e-001  +1.1322e+001  +1.0975e+007  
+3.6500e-002  -2.5428e-001  +1.1332e+001  +1.0966e+007  
+3.6501e-002  -2.5428e-001  +1.1343e+001  +1.0958e+007  
+3.6501e-002  -2.5427e-001  +1.1353e+001  +1.0950e+007  
+3.6501e-002  -2.5427e-001  +1.1364e+001  +1.0942e+007  
+3.6502e-002  -2.5426e-001  +1.1375e+001  +1.0934e+007  
+3.6502e-002  -2.5426e-001  +1.1385e+001  +1.0926e+007  
+3.6502e-002  -2.5426e-001  +1.1396e+001  +1.0917e+007  
+3.6503e-002  -2.5425e-001  +1.1406e+001  +1.0909e+007  
+3.6503e-002  -2.5425e-001  +1.1417e+001  +1.0901e+007  
+3.6503e-002  -2.5425e-001  +1.1427e+001  +1.0893e+007  
+3.6504e-002  -2.5424e-001  +1.1438e+001  +1.0885e+007  
+3.6504e-002  -2.5424e-001  +1.1448e+001  +1.0877e+007  
+3.6504e-002  -2.5423e-001  +1.1459e+001  +1.0868e+007  
+3.6505e-002  -2.5423e-001  +1.1469e+001  +1.0860e+007  
+3.6505e-002  -2.5423e-001  +1.1480e+001  +1.0852e+007  
+3.6505e-002  -2.5422e-001  +1.1490e+001  +1.0844e+007  
+3.6506e-002  -2.5422e-001  +1.1501e+001  +1.0836e+007  
+3.6506e-002  -2.5421e-001  +1.1511e+001  +1.0828e+007  
+3.6506e-002  -2.5421e-001  +1.1522e+001  +1.0820e+007  
+3.6507e-002  -2.5421e-001  +1.1532e+001  +1.0811e+007  
+3.6507e-002  -2.5420e-001  +1.1543e+001  +1.0803e+007  
+3.6507e-002  -2.5420e-001  +1.1553e+001  +1.0795e+007  
+3.6508e-002  -2.5420e-001  +1.1564e+001  +1.0787e+007  
+3.6508e-002  -2.5419e-001  +1.1574e+001  +1.0779e+007  
+3.6508e-002  -2.5419e-001  +1.1584e+001  +1.0771e+007  
+3.6509e-002  -2.5418e-001  +1.1595e+001  +1.0763e+007  
+3.6509e-002  -2.5418e-001  +1.1605e+001  +1.0755e+007  
+3.6509e-002  -2.5418e-001  +1.1616e+001  +1.0746e+007  
+3.6510e-002  -2.5417e-001  +1.1626e+001  +1.0738e+007  
+3.6510e-002  -2.5417e-001  +1.1636e+001  +1.0730e+007  
+3.6510e-002  -2.5416e-001  +1.1647e+001  +1.0722e+007  
+3.6511e-002  -2.5416e-001  +1.1657e+001  +1.0714e+007  
+3.6511e-002  -2.5416e-001  +1.1668e+001  +1.0706e+007  
+3.6511e-002  -2.5415e-001  +1.1678e+001  +1.0698e+007  
+3.6512e-002  -2.5415e-001  +1.1688e+001  +1.0690e+007  
+3.6512e-002  -2.5414e-001  +1.1699e+001  +1.0682e+007  
+3.6512e-002  -2.5414e-001  +1.1709e+001  +1.0674e+007  
+3.6513e-002  -2.5414e-001  +1.1719e+001  +1.0666e+007  
+3.6513e-002  -2.5413e-001  +1.1730e+001  +1.0658e+007  
+3.6513e-002  -2.5413e-001  +1.1740e+001  +1.0649e+007  
+3.6514e-002  -2.5412e-001  +1.1750e+001  +1.0641e+007  
+3.6514e-002  -2.5412e-001  +1.1760e+001  +1.0633e+007  
+3.6514e-002  -2.5412e-001  +1.1771e+001  +1.0625e+007  
+3.6515e-002  -2.5411e-001  +1.1781e+001  +1.0617e+007  
+3.6515e-002  -2.5411e-001  +1.1791e+001  +1.0609e+007  
+3.6515e-002  -2.5411e-001  +1.1801e+001  +1.0601e+007  
+3.6516e-002  -2.5410e-001  +1.1812e+001  +1.0593e+007  
+3.6516e-002  -2.5410e-001  +1.1822e+001  +1.0585e+007  
+3.6516e-002  -2.5409e-001  +1.1832e+001  +1.0577e+007  
+3.6517e-002  -2.5409e-001  +1.1842e+001  +1.0569e+007  
+3.6517e-002  -2.5409e-001  +1.1853e+001  +1.0561e+007  
+3.6517e-002  -2.5408e-001  +1.1863e+001  +1.0553e+007  
+3.6518e-002  -2.5408e-001  +1.1873e+001  +1.0545e+007  
+3.6518e-002  -2.5407e-001  +1.1883e+001  +1.0537e+007  
+3.6518e-002  -2.5407e-001  +1.1893e+001  +1.0529e+007  
+3.6519e-002  -2.5407e-001  +1.1904e+001  +1.0521e+007  
+3.6519e-002  -2.5406e-001  +1.1914e+001  +1.0513e+007  
+3.6519e-002  -2.5406e-001  +1.1924e+001  +1.0505e+007  
+3.6520e-002  -2.5405e-001  +1.1934e+001  +1.0497e+007  
+3.6520e-002  -2.5405e-001  +1.1944e+001  +1.0489e+007  
+3.6520e-002  -2.5405e-001  +1.1954e+001  +1.0481e+007  
+3.6521e-002  -2.5404e-001  +1.1964e+001  +1.0473e+007  
+3.6521e-002  -2.5404e-001  +1.1975e+001  +1.0465e+007  
+3.6521e-002  -2.5403e-001  +1.1985e+001  +1.0457e+007  
+3.6522e-002  -2.5403e-001  +1.1995e+001  +1.0449e+007  
+3.6522e-002  -2.5403e-001  +1.2005e+001  +1.0441e+007  
+3.6522e-002  -2.5402e-001  +1.2015e+001  +1.0433e+007  
+3.6523e-002  -2.5402e-001  +1.2025e+001  +1.0425e+007  
+3.6523e-002  -2.5401e-001  +1.2035e+001  +1.0417e+007  
+3.6523e-002  -2.5401e-001  +1.2045e+001  +1.0409e+007  
+3.6524e-002  -2.5401e-001  +1.2055e+001  +1.0401e+007  
+3.6524e-002  -2.5400e-001  +1.2065e+001  +1.0393e+007  
+3.6524e-002  -2.5400e-001  +1.2075e+001  +1.0385e+007  
+3.6525e-002  -2.5399e-001  +1.2085e+001  +1.0377e+007  
+3.6525e-002  -2.5399e-001  +1.2095e+001  +1.0369e+007  
+3.6525e-002  -2.5398e-001  +1.2106e+001  +1.0361e+007  
+3.6526e-002  -2.5398e-001  +1.2116e+001  +1.0353e+007  
+3.6526e-002  -2.5398e-001  +1.2126e+001  +1.0346e+007  
+3.6526e-002  -2.5397e-001  +1.2136e+001  +1.0338e+007  
+3.6527e-002  -2.5397e-001  +1.2146e+001  +1.0330e+007  
+3.6527e-002  -2.5396e-001  +1.2156e+001  +1.0322e+007  
+3.6527e-002  -2.5396e-001  +1.2166e+001  +1.0314e+007  
+3.6528e-002  -2.5396e-001  +1.2175e+001  +1.0306e+007  
+3.6528e-002  -2.5395e-001  +1.2185e+001  +1.0298e+007  
+3.6528e-002  -2.5395e-001  +1.2195e+001  +1.0290e+007  
+3.6529e-002  -2.5394e-001  +1.2205e+001  +1.0282e+007  
+3.6529e-002  -2.5394e-001  +1.2215e+001  +1.0274e+007  
+3.6529e-002  -2.5394e-001  +1.2225e+001  +1.0266e+007  
+3.6530e-002  -2.5393e-001  +1.2235e+001  +1.0259e+007  
+3.6530e-002  -2.5393e-001  +1.2245e+001  +1.0251e+007  
+3.6530e-002  -2.5392e-001  +1.2255e+001  +1.0243e+007  
+3.6531e-002  -2.5392e-001  +1.2265e+001  +1.0235e+007  
+3.6531e-002  -2.5392e-001  +1.2275e+001  +1.0227e+007  
+3.6531e-002  -2.5391e-001  +1.2285e+001  +1.0219e+007  
+3.6532e-002  -2.5391e-001  +1.2295e+001  +1.0211e+007  
+3.6532e-002  -2.5390e-001  +1.2304e+001  +1.0203e+007  
+3.6532e-002  -2.5390e-001  +1.2314e+001  +1.0196e+007  
+3.6533e-002  -2.5389e-001  +1.2324e+001  +1.0188e+007  
+3.6533e-002  -2.5389e-001  +1.2334e+001  +1.0180e+007  
+3.6533e-002  -2.5389e-001  +1.2344e+001  +1.0172e+007  
+3.6534e-002  -2.5388e-001  +1.2354e+001  +1.0164e+007  
+3.6534e-002  -2.5388e-001  +1.2363e+001  +1.0156e+007  
+3.6534e-002  -2.5387e-001  +1.2373e+001  +1.0149e+007  
+3.6535e-002  -2.5387e-001  +1.2383e+001  +1.0141e+007  
+3.6535e-002  -2.5387e-001  +1.2393e+001  +1.0133e+007  
+3.6535e-002  -2.5386e-001  +1.2403e+001  +1.0125e+007  
+3.6536e-002  -2.5386e-001  +1.2412e+001  +1.0117e+007  
+3.6536e-002  -2.5385e-001  +1.2422e+001  +1.0109e+007  
+3.6536e-002  -2.5385e-001  +1.2432e+001  +1.0102e+007  
+3.6537e-002  -2.5385e-001  +1.2442e+001  +1.0094e+007  
+3.6537e-002  -2.5384e-001  +1.2452e+001  +1.0086e+007  
+3.6537e-002  -2.5384e-001  +1.2461e+001  +1.0078e+007  
+3.6538e-002  -2.5383e-001  +1.2471e+001  +1.0070e+007  
+3.6538e-002  -2.5383e-001  +1.2481e+001  +1.0063e+007  
+3.6538e-002  -2.5382e-001  +1.2490e+001  +1.0055e+007  
+3.6539e-002  -2.5382e-001  +1.2500e+001  +1.0047e+007  
+3.6539e-002  -2.5382e-001  +1.2510e+001  +1.0039e+007  
+3.6539e-002  -2.5381e-001  +1.2520e+001  +1.0032e+007  
+3.6540e-002  -2.5381e-001  +1.2529e+001  +1.0024e+007  
+3.6540e-002  -2.5380e-001  +1.2539e+001  +1.0016e+007  
+3.6540e-002  -2.5380e-001  +1.2549e+001  +1.0008e+007  
+3.6541e-002  -2.5379e-001  +1.2558e+001  +1.0001e+007  
+3.6541e-002  -2.5379e-001  +1.2568e+001  +9.9928e+006  
+3.6542e-002  -2.5379e-001  +1.2578e+001  +9.9851e+006  
+3.6542e-002  -2.5378e-001  +1.2587e+001  +9.9774e+006  
+3.6542e-002  -2.5378e-001  +1.2597e+001  +9.9696e+006  
+3.6543e-002  -2.5377e-001  +1.2607e+001  +9.9619e+006  
+3.6543e-002  -2.5377e-001  +1.2616e+001  +9.9542e+006  
+3.6543e-002  -2.5377e-001  +1.2626e+001  +9.9465e+006  
+3.6544e-002  -2.5376e-001  +1.2636e+001  +9.9387e+006  
+3.6544e-002  -2.5376e-001  +1.2645e+001  +9.9310e+006  
+3.6544e-002  -2.5375e-001  +1.2655e+001  +9.9233e+006  
+3.6545e-002  -2.5375e-001  +1.2664e+001  +9.9156e+006  
+3.6545e-002  -2.5374e-001  +1.2674e+001  +9.9079e+006  
+3.6545e-002  -2.5374e-001  +1.2683e+001  +9.9002e+006  
+3.6546e-002  -2.5374e-001  +1.2693e+001  +9.8925e+006  
+3.6546e-002  -2.5373e-001  +1.2703e+001  +9.8849e+006  
+3.6546e-002  -2.5373e-001  +1.2712e+001  +9.8772e+006  
+3.6547e-002  -2.5372e-001  +1.2722e+001  +9.8695e+006  
+3.6547e-002  -2.5372e-001  +1.2731e+001  +9.8618e+006  
+3.6547e-002  -2.5371e-001  +1.2741e+001  +9.8542e+006  
+3.6548e-002  -2.5371e-001  +1.2750e+001  +9.8465e+006  
+3.6548e-002  -2.5371e-001  +1.2760e+001  +9.8388e+006  
+3.6548e-002  -2.5370e-001  +1.2769e+001  +9.8312e+006  
+3.6549e-002  -2.5370e-001  +1.2779e+001  +9.8235e+006  
+3.6549e-002  -2.5369e-001  +1.2788e+001  +9.8159e+006  
+3.6549e-002  -2.5369e-001  +1.2798e+001  +9.8083e+006  
+3.6550e-002  -2.5368e-001  +1.2807e+001  +9.8006e+006  
+3.6550e-002  -2.5368e-001  +1.2817e+001  +9.7930e+006  
+3.6550e-002  -2.5368e-001  +1.2826e+001  +9.7854e+006  
+3.6551e-002  -2.5367e-001  +1.2836e+001  +9.7778e+006  
+3.6551e-002  -2.5367e-001  +1.2845e+001  +9.7701e+006  
+3.6551e-002  -2.5366e-001  +1.2855e+001  +9.7625e+006  
+3.6552e-002  -2.5366e-001  +1.2864e+001  +9.7549e+006  
+3.6552e-002  -2.5365e-001  +1.2873e+001  +9.7473e+006  
+3.6552e-002  -2.5365e-001  +1.2883e+001  +9.7397e+006  
+3.6553e-002  -2.5365e-001  +1.2892e+001  +9.7321e+006  
+3.6553e-002  -2.5364e-001  +1.2902e+001  +9.7245e+006  
+3.6553e-002  -2.5364e-001  +1.2911e+001  +9.7170e+006  
+3.6554e-002  -2.5363e-001  +1.2920e+001  +9.7094e+006  
+3.6554e-002  -2.5363e-001  +1.2930e+001  +9.7018e+006  
+3.6554e-002  -2.5362e-001  +1.2939e+001  +9.6942e+006  
+3.6555e-002  -2.5362e-001  +1.2949e+001  +9.6867e+006  
+3.6555e-002  -2.5362e-001  +1.2958e+001  +9.6791e+006  
+3.6555e-002  -2.5361e-001  +1.2967e+001  +9.6715e+006  
+3.6556e-002  -2.5361e-001  +1.2977e+001  +9.6640e+006  
+3.6556e-002  -2.5360e-001  +1.2986e+001  +9.6564e+006  
+3.6556e-002  -2.5360e-001  +1.2995e+001  +9.6489e+006  
+3.6557e-002  -2.5359e-001  +1.3005e+001  +9.6414e+006  
+3.6557e-002  -2.5359e-001  +1.3014e+001  +9.6338e+006  
+3.6557e-002  -2.5358e-001  +1.3023e+001  +9.6263e+006  
+3.6558e-002  -2.5358e-001  +1.3033e+001  +9.6188e+006  
+3.6558e-002  -2.5358e-001  +1.3042e+001  +9.6113e+006  
+3.6558e-002  -2.5357e-001  +1.3051e+001  +9.6037e+006  
+3.6559e-002  -2.5357e-001  +1.3061e+001  +9.5962e+006  
+3.6559e-002  -2.5356e-001  +1.3070e+001  +9.5887e+006  
+3.6559e-002  -2.5356e-001  +1.3079e+001  +9.5812e+006  
+3.6560e-002  -2.5355e-001  +1.3088e+001  +9.5737e+006  
+3.6560e-002  -2.5355e-001  +1.3098e+001  +9.5663e+006  
+3.6560e-002  -2.5355e-001  +1.3107e+001  +9.5588e+006  
+3.6561e-002  -2.5354e-001  +1.3116e+001  +9.5513e+006  
+3.6561e-002  -2.5354e-001  +1.3125e+001  +9.5438e+006  
+3.6561e-002  -2.5353e-001  +1.3135e+001  +9.5363e+006  
+3.6562e-002  -2.5353e-001  +1.3144e+001  +9.5289e+006  
+3.6562e-002  -2.5352e-001  +1.3153e+001  +9.5214e+006  
+3.6562e-002  -2.5352e-001  +1.3162e+001  +9.5140e+006  
+3.6563e-002  -2.5351e-001  +1.3171e+001  +9.5065e+006  
+3.6563e-002  -2.5351e-001  +1.3181e+001  +9.4991e+006  
+3.6563e-002  -2.5351e-001  +1.3187e+001  +9.4940e+006  
+3.6563e-002  -2.5351e-001  +1.3187e+001  +9.4938e+006  
+3.6563e-002  -2.5351e-001  +1.3188e+001  +9.4933e+006  
+3.6563e-002  -2.5351e-001  +1.3189e+001  +9.4924e+006  
+3.6563e-002  -2.5351e-001  +1.3191e+001  +9.4905e+006  
+3.6564e-002  -2.5350e-001  +1.3196e+001  +9.4868e+006  
+3.6564e-002  -2.5350e-001  +1.3205e+001  +9.4794e+006  
+3.6564e-002  -2.5349e-001  +1.3214e+001  +9.4719e+006  
+3.6565e-002  -2.5349e-001  +1.3223e+001  +9.4645e+006  
+3.6565e-002  -2.5349e-001  +1.3232e+001  +9.4571e+006  
+3.6565e-002  -2.5348e-001  +1.3241e+001  +9.4497e+006  
+3.6566e-002  -2.5348e-001  +1.3251e+001  +9.4423e+006  
+3.6566e-002  -2.5347e-001  +1.3260e+001  +9.4349e+006  
+3.6566e-002  -2.5347e-001  +1.3269e+001  +9.4275e+006  
+3.6567e-002  -2.5346e-001  +1.3278e+001  +9.4201e+006  
+3.6567e-002  -2.5346e-001  +1.3287e+001  +9.4127e+006  
+3.6567e-002  -2.5345e-001  +1.3296e+001  +9.4053e+006  
+3.6568e-002  -2.5345e-001  +1.3305e+001  +9.3979e+006  
+3.6568e-002  -2.5345e-001  +1.3314e+001  +9.3905e+006  
+3.6568e-002  -2.5344e-001  +1.3323e+001  +9.3831e+006  
+3.6569e-002  -2.5344e-001  +1.3332e+001  +9.3758e+006  
+3.6569e-002  -2.5343e-001  +1.3342e+001  +9.3684e+006  
+3.6569e-002  -2.5343e-001  +1.3351e+001  +9.3611e+006  
+3.6570e-002  -2.5342e-001  +1.3360e+001  +9.3537e+006  
+3.6570e-002  -2.5342e-001  +1.3369e+001  +9.3464e+006  
+3.6570e-002  -2.5341e-001  +1.3378e+001  +9.3390e+006  
+3.6571e-002  -2.5341e-001  +1.3387e+001  +9.3317e+006  
+3.6571e-002  -2.5340e-001  +1.3396e+001  +9.3244e+006  
+3.6571e-002  -2.5340e-001  +1.3405e+001  +9.3170e+006  
+3.6572e-002  -2.5340e-001  +1.3414e+001  +9.3097e+006  
+3.6572e-002  -2.5339e-001  +1.3423e+001  +9.3024e+006  
+3.6572e-002  -2.5339e-001  +1.3432e+001  +9.2951e+006  
+3.6573e-002  -2.5338e-001  +1.3441e+001  +9.2878e+006  
+3.6573e-002  -2.5338e-001  +1.3450e+001  +9.2805e+006  
+3.6573e-002  -2.5337e-001  +1.3459e+001  +9.2732e+006  
+3.6574e-002  -2.5337e-001  +1.3468e+001  +9.2659e+006  
+3.6574e-002  -2.5336e-001  +1.3477e+001  +9.2586e+006  
+3.6574e-002  -2.5336e-001  +1.3486e+001  +9.2513e+006  
+3.6575e-002  -2.5336e-001  +1.3495e+001  +9.2440e+006  
+3.6575e-002  -2.5335e-001  +1.3503e+001  +9.2368e+006  
+3.6575e-002  -2.5335e-001  +1.3512e+001  +9.2295e+006  
+3.6576e-002  -2.5334e-001  +1.3521e+001  +9.2222e+006  
+3.6576e-002  -2.5334e-001  +1.3530e+001  +9.2150e+006  
+3.6576e-002  -2.5333e-001  +1.3539e+001  +9.2077e+006  
+3.6577e-002  -2.5333e-001  +1.3548e+001  +9.2005e+006  
+3.6577e-002  -2.5332e-001  +1.3557e+001  +9.1932e+006  
+3.6577e-002  -2.5332e-001  +1.3566e+001  +9.1860e+006  
+3.6578e-002  -2.5331e-001  +1.3575e+001  +9.1788e+006  
+3.6578e-002  -2.5331e-001  +1.3584e+001  +9.1715e+006  
+3.6578e-002  -2.5331e-001  +1.3592e+001  +9.1643e+006  
+3.6579e-002  -2.5330e-001  +1.3601e+001  +9.1571e+006  
+3.6579e-002  -2.5330e-001  +1.3610e+001  +9.1499e+006  
+3.6579e-002  -2.5329e-001  +1.3619e+001  +9.1427e+006  
+3.6580e-002  -2.5329e-001  +1.3628e+001  +9.1355e+006  
+3.6580e-002  -2.5328e-001  +1.3637e+001  +9.1283e+006  
+3.6580e-002  -2.5328e-001  +1.3645e+001  +9.1211e+006  
+3.6581e-002  -2.5327e-001  +1.3654e+001  +9.1139e+006  
+3.6581e-002  -2.5327e-001  +1.3663e+001  +9.1067e+006  
+3.6581e-002  -2.5326e-001  +1.3672e+001  +9.0995e+006  
+3.6582e-002  -2.5326e-001  +1.3681e+001  +9.0924e+006  
+3.6582e-002  -2.5326e-001  +1.3689e+001  +9.0852e+006  
+3.6582e-002  -2.5325e-001  +1.3698e+001  +9.0780e+006  
+3.6583e-002  -2.5325e-001  +1.3707e+001  +9.0709e+006  
+3.6583e-002  -2.5324e-001  +1.3716e+001  +9.0637e+006  
+3.6583e-002  -2.5324e-001  +1.3725e+001  +9.0566e+006  
+3.6584e-002  -2.5323e-001  +1.3733e+001  +9.0494e+006  
+3.6584e-002  -2.5323e-001  +1.3742e+001  +9.0423e+006  
+3.6584e-002  -2.5322e-001  +1.3751e+001  +9.0352e+006  
+3.6585e-002  -2.5322e-001  +1.3760e+001  +9.0280e+006  
+3.6585e-002  -2.5321e-001  +1.3768e+001  +9.0209e+006  
+3.6585e-002  -2.5321e-001  +1.3777e+001  +9.0138e+006  
+3.6586e-002  -2.5320e-001  +1.3786e+001  +9.0067e+006  
+3.6586e-002  -2.5320e-001  +1.3794e+001  +8.9996e+006  
+3.6586e-002  -2.5320e-001  +1.3803e+001  +8.9925e+006  
+3.6587e-002  -2.5319e-001  +1.3812e+001  +8.9854e+006  
+3.6587e-002  -2.5319e-001  +1.3820e+001  +8.9783e+006  
+3.6587e-002  -2.5318e-001  +1.3829e+001  +8.9712e+006  
+3.6588e-002  -2.5318e-001  +1.3838e+001  +8.9641e+006  
+3.6588e-002  -2.5317e-001  +1.3847e+001  +8.9571e+006  
+3.6588e-002  -2.5317e-001  +1.3855e+001  +8.9500e+006  
+3.6589e-002  -2.5316e-001  +1.3864e+001  +8.9429e+006  
+3.6589e-002  -2.5316e-001  +1.3872e+001  +8.9359e+006  
+3.6589e-002  -2.5315e-001  +1.3881e+001  +8.9288e+006  
+3.6590e-002  -2.5315e-001  +1.3890e+001  +8.9218e+006  
+3.6590e-002  -2.5314e-001  +1.3898e+001  +8.9147e+006  
+3.6590e-002  -2.5314e-001  +1.3907e+001  +8.9077e+006  
+3.6591e-002  -2.5313e-001  +1.3916e+001  +8.9007e+006  
+3.6591e-002  -2.5313e-001  +1.3924e+001  +8.8936e+006  
+3.6591e-002  -2.5313e-001  +1.3933e+001  +8.8866e+006  
+3.6592e-002  -2.5312e-001  +1.3941e+001  +8.8796e+006  
+3.6592e-002  -2.5312e-001  +1.3950e+001  +8.8726e+006  
+3.6592e-002  -2.5311e-001  +1.3959e+001  +8.8656e+006  
+3.6593e-002  -2.5311e-001  +1.3967e+001  +8.8586e+006  
+3.6593e-002  -2.5310e-001  +1.3976e+001  +8.8516e+006  
+3.6593e-002  -2.5310e-001  +1.3984e+001  +8.8446e+006  
+3.6594e-002  -2.5309e-001  +1.3993e+001  +8.8376e+006  
+3.6594e-002  -2.5309e-001  +1.4001e+001  +8.8306e+006  
+3.6594e-002  -2.5308e-001  +1.4010e+001  +8.8236e+006  
+3.6595e-002  -2.5308e-001  +1.4018e+001  +8.8167e+006  
+3.6595e-002  -2.5307e-001  +1.4027e+001  +8.8097e+006  
+3.6595e-002  -2.5307e-001  +1.4035e+001  +8.8027e+006  
+3.6596e-002  -2.5306e-001  +1.4044e+001  +8.7958e+006  
+3.6596e-002  -2.5306e-001  +1.4052e+001  +8.7888e+006  
+3.6596e-002  -2.5306e-001  +1.4061e+001  +8.7819e+006  
+3.6597e-002  -2.5305e-001  +1.4069e+001  +8.7749e+006  
+3.6597e-002  -2.5305e-001  +1.4078e+001  +8.7680e+006  
+3.6597e-002  -2.5304e-001  +1.4086e+001  +8.7611e+006  
+3.6598e-002  -2.5304e-001  +1.4095e+001  +8.7542e+006  
+3.6598e-002  -2.5303e-001  +1.4103e+001  +8.7472e+006  
+3.6598e-002  -2.5303e-001  +1.4112e+001  +8.7403e+006  
+3.6599e-002  -2.5302e-001  +1.4120e+001  +8.7334e+006  
+3.6599e-002  -2.5302e-001  +1.4129e+001  +8.7265e+006  
+3.6599e-002  -2.5301e-001  +1.4137e+001  +8.7196e+006  
+3.6600e-002  -2.5301e-001  +1.4146e+001  +8.7127e+006  
+3.6600e-002  -2.5300e-001  +1.4154e+001  +8.7058e+006  
+3.6600e-002  -2.5300e-001  +1.4162e+001  +8.6989e+006  
+3.6601e-002  -2.5299e-001  +1.4171e+001  +8.6921e+006  
+3.6601e-002  -2.5299e-001  +1.4179e+001  +8.6852e+006  
+3.6601e-002  -2.5298e-001  +1.4188e+001  +8.6783e+006  
+3.6602e-002  -2.5298e-001  +1.4196e+001  +8.6715e+006  
+3.6602e-002  -2.5297e-001  +1.4204e+001  +8.6646e+006  
+3.6602e-002  -2.5297e-001  +1.4213e+001  +8.6578e+006  
+3.6603e-002  -2.5297e-001  +1.4221e+001  +8.6509e+006  
+3.6603e-002  -2.5296e-001  +1.4229e+001  +8.6441e+006  
+3.6603e-002  -2.5296e-001  +1.4238e+001  +8.6372e+006  
+3.6604e-002  -2.5295e-001  +1.4246e+001  +8.6304e+006  
+3.6604e-002  -2.5295e-001  +1.4254e+001  +8.6236e+006  
+3.6604e-002  -2.5294e-001  +1.4263e+001  +8.6168e+006  
+3.6605e-002  -2.5294e-001  +1.4271e+001  +8.6100e+006  
+3.6605e-002  -2.5293e-001  +1.4279e+001  +8.6031e+006  
+3.6605e-002  -2.5293e-001  +1.4288e+001  +8.5963e+006  
+3.6606e-002  -2.5292e-001  +1.4296e+001  +8.5895e+006  
+3.6606e-002  -2.5292e-001  +1.4304e+001  +8.5827e+006  
+3.6606e-002  -2.5291e-001  +1.4313e+001  +8.5760e+006  
+3.6607e-002  -2.5291e-001  +1.4321e+001  +8.5692e+006  
+3.6607e-002  -2.5290e-001  +1.4329e+001  +8.5624e+006  
+3.6607e-002  -2.5290e-001  +1.4338e+001  +8.5556e+006  
+3.6608e-002  -2.5289e-001  +1.4346e+001  +8.5489e+006  
+3.6608e-002  -2.5289e-001  +1.4354e+001  +8.5421e+006  
+3.6608e-002  -2.5288e-001  +1.4362e+001  +8.5353e+006  
+3.6609e-002  -2.5288e-001  +1.4371e+001  +8.5286e+006  
+3.6609e-002  -2.5287e-001  +1.4379e+001  +8.5218e+006  
+3.6609e-002  -2.5287e-001  +1.4387e+001  +8.5151e+006  
+3.6610e-002  -2.5286e-001  +1.4395e+001  +8.5084e+006  
+3.6610e-002  -2.5286e-001  +1.4404e+001  +8.5016e+006  
+3.6610e-002  -2.5285e-001  +1.4412e+001  +8.4949e+006  
+3.6611e-002  -2.5285e-001  +1.4420e+001  +8.4882e+006  
+3.6611e-002  -2.5285e-001  +1.4428e+001  +8.4815e+006  
+3.6611e-002  -2.5284e-001  +1.4436e+001  +8.4748e+006  
+3.6612e-002  -2.5284e-001  +1.4445e+001  +8.4681e+006  
+3.6612e-002  -2.5283e-001  +1.4453e+001  +8.4614e+006  
+3.6612e-002  -2.5283e-001  +1.4461e+001  +8.4547e+006  
+3.6613e-002  -2.5282e-001  +1.4469e+001  +8.4480e+006  
+3.6613e-002  -2.5282e-001  +1.4477e+001  +8.4413e+006  
+3.6613e-002  -2.5281e-001  +1.4485e+001  +8.4346e+006  
+3.6614e-002  -2.5281e-001  +1.4494e+001  +8.4280e+006  
+3.6614e-002  -2.5280e-001  +1.4502e+001  +8.4213e+006  
+3.6614e-002  -2.5280e-001  +1.4510e+001  +8.4146e+006  
+3.6615e-002  -2.5279e-001  +1.4518e+001  +8.4080e+006  
+3.6615e-002  -2.5279e-001  +1.4526e+001  +8.4013e+006  
+3.6615e-002  -2.5278e-001  +1.4534e+001  +8.3947e+006  
+3.6616e-002  -2.5278e-001  +1.4542e+001  +8.3880e+006  
+3.6616e-002  -2.5277e-001  +1.4550e+001  +8.3814e+006  
+3.6616e-002  -2.5277e-001  +1.4559e+001  +8.3748e+006  
+3.6617e-002  -2.5276e-001  +1.4567e+001  +8.3682e+006  
+3.6617e-002  -2.5276e-001  +1.4575e+001  +8.3615e+006  
+3.6617e-002  -2.5275e-001  +1.4583e+001  +8.3549e+006  
